"","PC","ATE","SE","noise_type","noise_params","solution","data"
"218",18,0.251056075404592,0.0236559745327871,"None","None","4 6","sim1 5000"
"219",19,0.236048800048764,0.0234450936330301,"None","None","4 6","sim1 5000"
"220",20,0.252603719497179,0.022818071284821,"None","None","4 6","sim1 5000"
"221",21,0.237647216862963,0.0234202489269087,"None","None","4 6","sim1 5000"
"222",22,0.235580978963445,0.0232903576112831,"None","None","4 6","sim1 5000"
"223",23,0.251220939951151,0.0214623267570152,"None","None","4 6","sim1 5000"
"224",24,0.28987020029802,0.0218317549522855,"None","None","4 6","sim1 5000"
"225",25,0.345297194648346,0.0189957730949237,"None","None","4 6","sim1 5000"
"226",26,0.383456098188021,0.0179170813513458,"None","None","4 6","sim1 5000"
"227",27,0.421764582397842,0.0173866348105547,"None","None","4 6","sim1 5000"
"228",28,0.424254312128642,0.0176471519936422,"None","None","4 6","sim1 5000"
"229",29,0.425385742589764,0.0176605252183921,"None","None","4 6","sim1 5000"
"230",30,0.429571444704389,0.0172824144537249,"None","None","4 6","sim1 5000"
"231",31,0.45257907678569,0.0180128081198401,"None","None","4 6","sim1 5000"
"232",32,0.460815800465801,0.0166768708928547,"None","None","4 6","sim1 5000"
"233",33,0.462546250995552,0.0171413587963039,"None","None","4 6","sim1 5000"
"234",34,0.472453486585855,0.0170631765369611,"None","None","4 6","sim1 5000"
"235",35,0.452196763319768,0.0171806159399675,"None","None","4 6","sim1 5000"
"236",36,0.499337754110061,0.0168442101479002,"None","None","4 6","sim1 5000"
"237",37,0.494301497692188,0.0164430339347154,"None","None","4 6","sim1 5000"
"238",38,0.488329324642331,0.016967963915143,"None","None","4 6","sim1 5000"
"239",39,0.489382764820889,0.0167340320044694,"None","None","4 6","sim1 5000"
"240",40,0.486087171681492,0.016957912746374,"None","None","4 6","sim1 5000"
"241",41,0.557982046402901,0.0153786368194735,"None","None","4 6","sim1 5000"
"242",42,0.551713689879954,0.0156285072515768,"None","None","4 6","sim1 5000"
"243",43,0.557069651464762,0.0159991858368294,"None","None","4 6","sim1 5000"
"244",44,0.538817587084931,0.0158925353912758,"None","None","4 6","sim1 5000"
"245",45,0.581378658877785,0.0157670427790753,"None","None","4 6","sim1 5000"
"246",46,0.591989020607418,0.0154658612515638,"None","None","4 6","sim1 5000"
"247",47,0.590891758578716,0.0154702151995031,"None","None","4 6","sim1 5000"
"248",48,0.611542690355088,0.0152660351422494,"None","None","4 6","sim1 5000"
"249",49,0.599644722027814,0.015356225497153,"None","None","4 6","sim1 5000"
"250",50,0.612086524270105,0.0151042892419207,"None","None","4 6","sim1 5000"
"251",51,0.645511277475504,0.0152506073611412,"None","None","4 6","sim1 5000"
"252",52,0.665731174590499,0.0144224803256716,"None","None","4 6","sim1 5000"
"253",53,0.692903075792291,0.0141735468354988,"None","None","4 6","sim1 5000"
"254",54,0.715000801844602,0.0145603484462529,"None","None","4 6","sim1 5000"
"255",55,0.734660875604373,0.0146402779267543,"None","None","4 6","sim1 5000"
"256",56,0.746253939827689,0.0145885103277997,"None","None","4 6","sim1 5000"
"257",57,0.75906695321904,0.0144719595300462,"None","None","4 6","sim1 5000"
"258",58,0.775806932132934,0.0145309916518519,"None","None","4 6","sim1 5000"
"259",59,0.779835750830128,0.0143631033904948,"None","None","4 6","sim1 5000"
"260",60,0.787640325988276,0.0141674903158352,"None","None","4 6","sim1 5000"
"261",61,0.781356953027325,0.014377057817843,"None","None","4 6","sim1 5000"
"262",62,0.79942144394423,0.0146560001458707,"None","None","4 6","sim1 5000"
"263",63,0.811236978652578,0.0144171693743425,"None","None","4 6","sim1 5000"
"264",64,0.808652963492785,0.0144506778459715,"None","None","4 6","sim1 5000"
"265",65,0.819076280260424,0.014557468451325,"None","None","4 6","sim1 5000"
"266",66,0.84901163044153,0.0146864676280465,"None","None","4 6","sim1 5000"
"267",67,0.856961865749974,0.0147762546662902,"None","None","4 6","sim1 5000"
"268",68,0.87242494403816,0.014846014553027,"None","None","4 6","sim1 5000"
"269",69,0.886960196671294,0.0149084694406718,"None","None","4 6","sim1 5000"
"270",70,0.907393878817887,0.0156600498233965,"None","None","4 6","sim1 5000"
"271",71,0.912468689559327,0.0158158987565876,"None","None","4 6","sim1 5000"
"272",72,0.94660410611091,0.0168015607484133,"None","None","4 6","sim1 5000"
"273",73,1.05122452425912,0.0185543454377239,"None","None","4 6","sim1 5000"
"274",74,1.07188861424172,0.0186851015708007,"None","None","4 6","sim1 5000"
"275",75,1.27108044702287,0.0251698734444205,"None","None","4 6","sim1 5000"
"276",76,1.64404994761742,0.0606244601107144,"None","None","4 6","sim1 5000"
"277",77,26.4248168111285,2.34603650494837,"None","None","4 6","sim1 5000"
"278",78,124.396872353682,5.48794689830505,"None","None","4 6","sim1 5000"
"279",79,273.503324018498,12.344514322666,"None","None","4 6","sim1 5000"
"280",80,254.180500906141,10.81720893302,"None","None","4 6","sim1 5000"
"281",81,695.692731820634,33.7355690297737,"None","None","4 6","sim1 5000"
"282",82,33523.1682857952,1261.60993532008,"None","None","4 6","sim1 5000"
"283",83,278009.541419679,9531.43521745874,"None","None","4 6","sim1 5000"
"284",84,799623.95841778,46338.1473841744,"None","None","4 6","sim1 5000"
"285",85,1400301.96783007,79494.6997728018,"None","None","4 6","sim1 5000"
"286",86,5604758.33029935,297193.620809949,"None","None","4 6","sim1 5000"
"287",87,8187434.72817618,349057.005797654,"None","None","4 6","sim1 5000"
"288",88,6588385.00883275,328177.376654494,"None","None","4 6","sim1 5000"
"289",89,9863230.02963566,414751.124190592,"None","None","4 6","sim1 5000"
"290",90,10523622.8067715,536886.159143896,"None","None","4 6","sim1 5000"
"291",91,30728159.0782274,1403053.66286628,"None","None","4 6","sim1 5000"
"292",92,38747820.9145061,1595907.4146507,"None","None","4 6","sim1 5000"
"293",93,39432220.1041029,1741795.35278998,"None","None","4 6","sim1 5000"
"294",94,-32947062.924318,2983027.91163527,"None","None","4 6","sim1 5000"
"295",95,-935688626.665889,31798424.8083814,"None","None","4 6","sim1 5000"
"296",96,2.16789524026875,0.0510273785812719,"None","None","4 6","sim1 5000"
"297",97,2.167290197422,0.0512166198872955,"None","None","4 6","sim1 5000"
"298",98,2.16242361470853,0.051084875491188,"None","None","4 6","sim1 5000"
"299",99,2.15236814325542,0.0509488896502567,"None","None","4 6","sim1 5000"
"300",100,2.14169500261426,0.0515628280614802,"None","None","4 6","sim1 5000"
"301",1,7.38591108384836,0.591893598792528,"None","None","4 6","sim1 5000"
"302",2,0.0442667744384787,0.125738515042676,"None","None","4 6","sim1 5000"
"303",3,-0.456257171066652,0.169739700956794,"None","None","4 6","sim1 5000"
"304",4,0.0359886159148707,0.124236424610855,"None","None","4 6","sim1 5000"
"305",5,-0.0455817018913386,0.0676160300125448,"None","None","4 6","sim1 5000"
"306",6,0.119652758115249,0.054440059760579,"None","None","4 6","sim1 5000"
"307",7,0.0922741882090354,0.0384194908031462,"None","None","4 6","sim1 5000"
"308",8,0.0831905555734893,0.0335627230785507,"None","None","4 6","sim1 5000"
"309",9,0.145031083973393,0.0277144423398796,"None","None","4 6","sim1 5000"
"310",10,0.141950019665866,0.0283142078996284,"None","None","4 6","sim1 5000"
"311",11,0.171794068152608,0.0272134003634325,"None","None","4 6","sim1 5000"
"312",12,0.103816081797467,0.0320113183792071,"None","None","4 6","sim1 5000"
"313",13,0.166190933192692,0.0273123525784591,"None","None","4 6","sim1 5000"
"314",14,0.11058320253414,0.0299357088692541,"None","None","4 6","sim1 5000"
"315",15,0.168675223579873,0.0267290483888907,"None","None","4 6","sim1 5000"
"316",16,0.190987406718247,0.0273539111652633,"None","None","4 6","sim1 5000"
"317",17,0.221211895709528,0.0236793932395596,"None","None","4 6","sim1 5000"
"318",18,0.251056075404592,0.0236559745327871,"None","None","4 6","sim1 5000"
"319",19,0.236048800048764,0.0234450936330301,"None","None","4 6","sim1 5000"
"320",20,0.252603719497179,0.022818071284821,"None","None","4 6","sim1 5000"
"321",21,0.237647216862963,0.0234202489269087,"None","None","4 6","sim1 5000"
"322",22,0.235580978963445,0.0232903576112831,"None","None","4 6","sim1 5000"
"323",23,0.251220939951151,0.0214623267570152,"None","None","4 6","sim1 5000"
"324",24,0.28987020029802,0.0218317549522855,"None","None","4 6","sim1 5000"
"325",25,0.345297194648346,0.0189957730949237,"None","None","4 6","sim1 5000"
"326",26,0.383456098188021,0.0179170813513458,"None","None","4 6","sim1 5000"
"327",27,0.421764582397842,0.0173866348105547,"None","None","4 6","sim1 5000"
"328",28,0.424254312128642,0.0176471519936422,"None","None","4 6","sim1 5000"
"329",29,0.425385742589764,0.0176605252183921,"None","None","4 6","sim1 5000"
"330",30,0.429571444704389,0.0172824144537249,"None","None","4 6","sim1 5000"
"331",31,0.45257907678569,0.0180128081198401,"None","None","4 6","sim1 5000"
"332",32,0.460815800465801,0.0166768708928547,"None","None","4 6","sim1 5000"
"333",33,0.462546250995552,0.0171413587963039,"None","None","4 6","sim1 5000"
"334",34,0.472453486585855,0.0170631765369611,"None","None","4 6","sim1 5000"
"335",35,0.452196763319768,0.0171806159399675,"None","None","4 6","sim1 5000"
"336",36,0.499337754110061,0.0168442101479002,"None","None","4 6","sim1 5000"
"337",37,0.494301497692188,0.0164430339347154,"None","None","4 6","sim1 5000"
"338",38,0.488329324642331,0.016967963915143,"None","None","4 6","sim1 5000"
"339",39,0.489382764820889,0.0167340320044694,"None","None","4 6","sim1 5000"
"340",40,0.486087171681492,0.016957912746374,"None","None","4 6","sim1 5000"
"341",41,0.557982046402901,0.0153786368194735,"None","None","4 6","sim1 5000"
"342",42,0.551713689879954,0.0156285072515768,"None","None","4 6","sim1 5000"
"343",43,0.557069651464762,0.0159991858368294,"None","None","4 6","sim1 5000"
"344",44,0.538817587084931,0.0158925353912758,"None","None","4 6","sim1 5000"
"345",45,0.581378658877785,0.0157670427790753,"None","None","4 6","sim1 5000"
"346",46,0.591989020607418,0.0154658612515638,"None","None","4 6","sim1 5000"
"347",47,0.590891758578716,0.0154702151995031,"None","None","4 6","sim1 5000"
"348",48,0.611542690355088,0.0152660351422494,"None","None","4 6","sim1 5000"
"349",49,0.599644722027814,0.015356225497153,"None","None","4 6","sim1 5000"
"350",50,0.612086524270105,0.0151042892419207,"None","None","4 6","sim1 5000"
"351",51,0.645511277475504,0.0152506073611412,"None","None","4 6","sim1 5000"
"352",52,0.665731174590499,0.0144224803256716,"None","None","4 6","sim1 5000"
"353",53,0.692903075792291,0.0141735468354988,"None","None","4 6","sim1 5000"
"354",54,0.715000801844602,0.0145603484462529,"None","None","4 6","sim1 5000"
"355",55,0.734660875604373,0.0146402779267543,"None","None","4 6","sim1 5000"
"356",56,0.746253939827689,0.0145885103277997,"None","None","4 6","sim1 5000"
"357",57,0.75906695321904,0.0144719595300462,"None","None","4 6","sim1 5000"
"358",58,0.775806932132934,0.0145309916518519,"None","None","4 6","sim1 5000"
"359",59,0.779835750830128,0.0143631033904948,"None","None","4 6","sim1 5000"
"360",60,0.787640325988276,0.0141674903158352,"None","None","4 6","sim1 5000"
"361",61,0.781356953027325,0.014377057817843,"None","None","4 6","sim1 5000"
"362",62,0.79942144394423,0.0146560001458707,"None","None","4 6","sim1 5000"
"363",63,0.811236978652578,0.0144171693743425,"None","None","4 6","sim1 5000"
"364",64,0.808652963492785,0.0144506778459715,"None","None","4 6","sim1 5000"
"365",65,0.819076280260424,0.014557468451325,"None","None","4 6","sim1 5000"
"366",66,0.84901163044153,0.0146864676280465,"None","None","4 6","sim1 5000"
"367",67,0.856961865749974,0.0147762546662902,"None","None","4 6","sim1 5000"
"368",68,0.87242494403816,0.014846014553027,"None","None","4 6","sim1 5000"
"369",69,0.886960196671294,0.0149084694406718,"None","None","4 6","sim1 5000"
"370",70,0.907393878817887,0.0156600498233965,"None","None","4 6","sim1 5000"
"371",71,0.912468689559327,0.0158158987565876,"None","None","4 6","sim1 5000"
"372",72,0.94660410611091,0.0168015607484133,"None","None","4 6","sim1 5000"
"373",73,1.05122452425912,0.0185543454377239,"None","None","4 6","sim1 5000"
"374",74,1.07188861424172,0.0186851015708007,"None","None","4 6","sim1 5000"
"375",75,1.27108044702287,0.0251698734444205,"None","None","4 6","sim1 5000"
"376",76,1.64404994761742,0.0606244601107144,"None","None","4 6","sim1 5000"
"377",77,26.4248168111285,2.34603650494837,"None","None","4 6","sim1 5000"
"378",78,124.396872353682,5.48794689830505,"None","None","4 6","sim1 5000"
"379",79,273.503324018498,12.344514322666,"None","None","4 6","sim1 5000"
"380",80,254.180500906141,10.81720893302,"None","None","4 6","sim1 5000"
"381",81,695.692731820634,33.7355690297737,"None","None","4 6","sim1 5000"
"382",82,33523.1682857952,1261.60993532008,"None","None","4 6","sim1 5000"
"383",83,278009.541419679,9531.43521745874,"None","None","4 6","sim1 5000"
"384",84,799623.95841778,46338.1473841744,"None","None","4 6","sim1 5000"
"385",85,1400301.96783007,79494.6997728018,"None","None","4 6","sim1 5000"
"386",86,5604758.33029935,297193.620809949,"None","None","4 6","sim1 5000"
"387",87,8187434.72817618,349057.005797654,"None","None","4 6","sim1 5000"
"388",88,6588385.00883275,328177.376654494,"None","None","4 6","sim1 5000"
"389",89,9863230.02963566,414751.124190592,"None","None","4 6","sim1 5000"
"390",90,10523622.8067715,536886.159143896,"None","None","4 6","sim1 5000"
"391",91,30728159.0782274,1403053.66286628,"None","None","4 6","sim1 5000"
"392",92,38747820.9145061,1595907.4146507,"None","None","4 6","sim1 5000"
"393",93,39432220.1041029,1741795.35278998,"None","None","4 6","sim1 5000"
"394",94,-32947062.924318,2983027.91163527,"None","None","4 6","sim1 5000"
"395",95,-935688626.665889,31798424.8083814,"None","None","4 6","sim1 5000"
"396",96,2.16789524026875,0.0510273785812719,"None","None","4 6","sim1 5000"
"397",97,2.167290197422,0.0512166198872955,"None","None","4 6","sim1 5000"
"398",98,2.16242361470853,0.051084875491188,"None","None","4 6","sim1 5000"
"399",99,2.15236814325542,0.0509488896502567,"None","None","4 6","sim1 5000"
"400",100,2.14169500261426,0.0515628280614802,"None","None","4 6","sim1 5000"
"401",10,2.858675861113,0.183257440049124,"None","None","1 4 b2","sim1 500"
"402",20,2.67340401343191,0.18722959972421,"None","None","1 4 b2","sim1 500"
"403",30,2.47338767645552,0.181904163192276,"None","None","1 4 b2","sim1 500"
"404",40,2.36797249613751,0.169309399264656,"None","None","1 4 b2","sim1 500"
"405",50,2.36088200543467,0.160599973946372,"None","None","1 4 b2","sim1 500"
"406",60,2.03218394197566,0.150638147406853,"None","None","1 4 b2","sim1 500"
"407",70,1.9420870320384,0.160201740771088,"None","None","1 4 b2","sim1 500"
"408",80,2.10737482183889,0.146620122534848,"None","None","1 4 b2","sim1 500"
"409",90,2.06202326808459,0.154092503118165,"None","None","1 4 b2","sim1 500"
"410",100,2.13405622420024,0.151118655854662,"None","None","1 4 b2","sim1 500"
"411",10,2.47064166032213,0.0705527810208264,"None","None","1 4 b","sim1 5000"
"412",20,2.41267201680827,0.0688272119247948,"None","None","1 4 b","sim1 5000"
"413",30,2.4056809056558,0.0659268677140182,"None","None","1 4 b","sim1 5000"
"414",40,2.30223677369173,0.0615632420107142,"None","None","1 4 b","sim1 5000"
"415",50,2.29057356866023,0.0549600589813944,"None","None","1 4 b","sim1 5000"
"416",60,2.22271104480136,0.0505954759923974,"None","None","1 4 b","sim1 5000"
"417",70,2.1847296298043,0.0464591852525849,"None","None","1 4 b","sim1 5000"
"418",80,2.16693822127845,0.0451763881881774,"None","None","1 4 b","sim1 5000"
"419",90,2.15869282275109,0.0452084884462838,"None","None","1 4 b","sim1 5000"
"420",100,2.15944378926369,0.0453164101469301,"None","None","1 4 b","sim1 5000"
"421",10,2.3786189136244,0.0644921960670639,"None","None","1 4 b","sim2 5000"
"422",20,2.31966721407467,0.0606822935560309,"None","None","1 4 b","sim2 5000"
"423",30,2.28715212112991,0.0570248975871209,"None","None","1 4 b","sim2 5000"
"424",40,2.2459230127233,0.0532099341800262,"None","None","1 4 b","sim2 5000"
"425",50,2.21907407544021,0.0512996562514354,"None","None","1 4 b","sim2 5000"
"426",60,2.18803993390358,0.0502578161995697,"None","None","1 4 b","sim2 5000"
"427",70,2.1952642262434,0.0485371124319151,"None","None","1 4 b","sim2 5000"
"428",80,2.20841196025525,0.0478606850097401,"None","None","1 4 b","sim2 5000"
"429",90,2.19064311458715,0.0463836168843082,"None","None","1 4 b","sim2 5000"
"430",100,2.18205328484448,0.045804877369176,"None","None","1 4 b","sim2 5000"
"431",10,4.22014644427955,0.0495835314936848,"None","None","2 4 b","sim2 5000"
"432",20,3.65653301469882,0.0519242943489245,"None","None","2 4 b","sim2 5000"
"433",30,3.27853981417413,0.0538287404417396,"None","None","2 4 b","sim2 5000"
"434",40,2.87966327728027,0.0537499360447895,"None","None","2 4 b","sim2 5000"
"435",50,2.72163447086533,0.0539108577374652,"None","None","2 4 b","sim2 5000"
"436",60,2.54687144034299,0.0537971998732844,"None","None","2 4 b","sim2 5000"
"437",70,2.44038382430651,0.0535651010229758,"None","None","2 4 b","sim2 5000"
"438",80,2.34416995979143,0.0534226035887257,"None","None","2 4 b","sim2 5000"
"439",90,2.24855057584906,0.052279501044815,"None","None","2 4 b","sim2 5000"
"440",100,2.19785010054818,0.0524813215918675,"None","None","2 4 b","sim2 5000"
